angle,distance
4.127976388662214,220.5
4.151974665877136,228.75
4.222333251348157,224.25
4.2444225746937105,224.0
4.24905860551932,225.25
4.264057528778646,227.0
4.30605451390476,228.25
4.326780298772192,229.75
4.354596483725852,231.75
4.34777879133525,233.0
4.398775130416959,235.0
4.399047838112582,237.0
4.407229068981306,240.0
4.43531796163059,242.0
4.486859716103548,244.5
4.48440534684293,246.75
4.497768023928512,249.75
4.541128547532746,252.5
4.545219162967108,256.0
4.571126394051399,259.75
4.576035132572633,263.0
4.6090327637431505,267.0
4.618850240785619,271.0
4.6472118411305265,275.0
4.660301810520484,279.5
4.676936979953555,284.75
4.7077529495590795,289.5
4.724660826687775,294.25
4.749749934685194,300.25
4.759294704032038,305.75
4.783020273551335,303.0
4.805927719983761,296.5
4.831562243372428,289.5
4.8645598745429455,282.75
4.881740459367265,277.25
4.9122837212771655,271.5
4.942008860100194,266.25
4.958371321837641,261.25
4.97227941431447,257.0
5.000913722355002,252.5
5.029002615004286,248.75
5.0587277538273145,245.0
5.070454184739152,241.5
5.100997446649052,238.25
5.132086123950201,235.25
5.1678108320769605,232.0
5.169719785946329,229.75
5.184173293814407,227.5
5.233806094417996,224.75
5.255622710067925,222.75
5.262440402458528,221.0
5.299528649063407,219.25
5.319436310843968,217.75
5.34343458805889,216.5
5.365523911404443,221.5
5.399339665661833,208.75
5.431519173745478,211.5
5.453063081699783,210.75
5.474879697349713,210.0
5.4789703127840745,209.5
5.496969020695266,209.25
5.540874959690748,208.75
5.543602036646989,208.75
5.584780898686231,208.5
5.606597514336159,208.25
5.6286868376817125,208.5
5.650776161027266,208.75
5.672592776677195,209.0
5.694409392327124,209.5
5.701227084717727,209.75
5.726316192715146,210.5
5.76040465466816,211.25
5.782221270318089,212.0
5.804037885968018,212.75
5.826127209313571,213.75
5.8479438249635,214.75
5.846852994181004,216.25
5.8929405947414795,217.5
5.914757210391408,219.0
5.936846533736961,221.0
5.958935857082515,222.25
5.980752472732444,224.5
5.9717531187768484,226.5
6.024658411727926,228.25
6.046747735073479,230.75
6.046475027377856,233.25
6.067746227636536,235.75
6.108379674284529,238.5
6.127469212978217,241.5
6.13101441302133,245.0
6.1713751519737,250.0
6.180101798233672,252.25
6.186101367537402,257.0
6.203554660057345,260.75
6.235734168140991,265.25
6.241461029749097,269.25
6.275276784006487,274.0
0.01090830782496456,279.0
0.03763366199612773,283.75
0.049632800603588746,289.5
0.07281295473163843,295.5
0.08399397025222712,301.5
0.10253809355466686,307.5
0.12789990924770947,313.5
0.14317154020265985,320.75
0.16907877128695067,328.5
0.18789560228501453,336.0
0.2086213871524472,344.5
0.22907446432425577,353.5
0.2451642183660785,362.5
0.2664354186247594,373.25
0.28907015736156083,383.5
0.3076142806640006,394.75
0.33188526557454673,408.0
0.34824772731199355,421.0
0.3667918506144333,436.0
0.3839724354387525,451.75
0.4036073895236887,465.75
0.4232423436086249,500.75
0.4477860362147952,510.0
0.46660286721285904,534.0
0.4949644675577669,463.25
0.5173264985989442,432.25
0.5505968374650861,398.5
0.571868037723767,376.5
0.6015931765467954,350.75
0.6247733306748452,331.75
0.6594072080191077,314.0
0.6844963160165262,299.75
0.7005860700583488,286.5
0.7262205934470155,273.0
0.7646723785300157,262.0
0.7848527480062001,251.25
0.8072147790473774,242.25
0.8410305333047675,233.25
0.8854818876914982,225.0
0.9075712110370514,219.75
0.9293878266869805,211.0
0.9514771500325337,204.75
0.973566473378087,199.0
0.9956557967236401,192.75
1.0177451200691934,187.75
1.0395617357191225,183.25
1.0616510590646757,178.5
1.083740382410229,174.0
1.105556998060158,170.25
1.136372967665683,166.75
1.1584622910112363,163.5
1.1805516143567896,160.5
1.2026409377023426,157.75
1.224457553352272,155.25
1.2465468766978252,152.75
1.275453892433981,150.5
1.291816354171428,148.25
1.327541062298187,146.5
1.3359950008625345,144.25
1.3687199243374282,143.0
1.3801736475536408,141.25
1.402262970899194,140.0
1.4240795865491234,138.75
1.4535320176765276,137.5
1.490074848890159,136.5
1.5132550030182086,135.75
1.5124368799313361,134.5
1.54979783423184,134.0
1.5776140191854995,133.0
1.5787048499679959,132.5
1.6007941733135491,132.0
1.6228834966591024,132.0
1.657790081698989,131.5
1.6670621433502089,131.25
1.6877879282176416,131.0
1.7243307594312727,131.0
1.7597827598624076,131.0
1.7537831905586772,130.75
1.7755998062086062,130.75
1.7976891295541595,131.0
1.8195057452040886,131.75
1.8680477150251809,133.5
1.8904097460663583,131.25
1.8857737152407483,131.5
1.9078630385863016,131.75
1.9296796542362307,132.0
1.951768977581784,132.25
1.9738583009273372,132.75
1.9956749165772663,133.25
2.0447623017896066,134.25
2.0398535632683727,134.75
2.086486579220096,135.5
2.103667164044415,136.5
2.106666948696281,137.25
2.12848356434621,138.0
2.1672080571248338,139.5
2.1723895033416922,140.5
2.1944788266872455,141.5
2.2165681500327987,143.0
2.238657473378352,144.25
2.2743821815051106,146.0
2.2825634123738343,147.5
2.3046527357193876,149.25
2.3267420590649404,151.0
2.3488313824104936,152.75
2.370647998060423,154.75
2.3930100291016,157.0
2.414826644751529,159.0
2.4369159680970824,161.5
2.4590052914426357,164.0
2.481094614788189,167.0
2.4941845841781465,169.25
2.522000769131806,172.25
2.5397267693473737,175.5
2.561816092692927,179.0
2.5839054160384802,182.0
2.6059947393840335,186.25
2.6280840627295867,190.0
2.65017338607514,194.0
2.6613544015957284,198.5
2.694352032766246,202.5
2.7164413561117993,207.5
2.7385306794573525,212.75
2.7497116949779414,218.75
2.753256895021055,224.25
2.7859818184959484,233.0
2.813798003449608,236.0
2.8244336035789486,243.5
2.8361600344907854,251.0
2.8571585270538424,259.0
2.8716120349219203,267.75
2.891792404398105,276.75
2.9179723431780196,286.75
2.9236992047861263,298.75
2.948788312783545,310.0
2.970604928433474,322.0
2.9869673901709204,335.25
3.000057359560878,351.0
3.024601052167048,366.25
3.0371456061657573,386.0
3.0633255449456724,372.0
3.0875965298562185,360.75
3.115412714809878,350.25
3.1328660073298216,340.75
3.165863638500339,331.5
3.1844077618027793,323.75
3.215223731408304,316.0
3.2381311778407293,308.75
3.2525846857088077,302.25
3.286945855357446,295.75
3.3068535171380065,289.75
3.3286701327879356,283.75
3.349668625350992,279.25
3.384575210390879,274.0
3.4104824414751698,269.25
3.4271176109082404,263.75
3.4652966882956164,260.25
3.478386657685574,256.75
3.517656565855446,252.75
3.514929488899205,249.5
3.562653335633425,246.5
3.5607443817640565,243.75
3.5967417975864393,241.0
3.612558843932638,238.75
3.6327392134088226,236.25
3.6870080448380214,233.75
3.7090973681835746,231.75
3.731186691529128,230.0
3.7532760148746807,228.25
3.7690930612208793,226.75
3.7969092461745393,225.5
3.8119081694338655,224.5
3.8211802310850853,223.25
3.863177216211199,222.25
3.858813893081213,221.5
3.9070831552066814,220.5
3.9294451862478583,220.0
3.9512618018977874,219.5
3.9733511252433407,219.25
3.985622971546426,219.0
3.9924406639370287,219.25
4.039891802975625,219.0
4.06607174175554,218.75
4.058163218582441,219.75
4.094978757491695,219.5
4.127976388662214,219.75
4.125522019401597,220.5
4.171882327657696,225.5
4.2092432819582,229.0
4.265693774952391,225.0
4.283419775167959,226.25
4.274693128907987,227.75
4.327598421859065,229.25
4.349687745204618,231.0
4.349415037508994,232.5
4.368231868507058,234.75
4.386503284113873,236.75
4.411865099806916,239.0
4.427409438457491,241.25
4.470224546670477,243.5
4.478678485234824,246.25
4.505949254797235,249.0
4.507040085579732,252.25
4.534310855142143,255.0
4.55067331687959,258.5
4.586125317310725,262.0
4.588034271180094,265.75
4.610669009916895,270.0
4.640394148739924,273.75
4.664392425954846,278.25
4.684845503126654,283.0
4.69711734942974,287.75
4.725478949774647,293.25
4.74020516533835,298.75
4.756840334771421,303.75
4.774839042682612,305.75
4.802655227636271,297.75
4.834562028024293,291.0
4.8558332282829735,284.5
4.877649843932903,278.5
4.90792039814718,272.5
4.937372829274584,267.25
4.942008860100194,262.25
4.964643598836995,258.25
5.00473163009374,253.75
5.017548891788073,249.5
5.036365722786138,246.0
5.069363353956655,242.25
5.112996585256513,239.25
5.108360554430903,236.0
5.144085262557662,233.0
5.171083324424449,230.75
5.188263909248769,227.75
5.228897355896762,225.25
5.250986679242315,223.25
5.262167694762904,221.25
5.294892618237797,219.5
5.31698194158335,217.75
5.3150729877139815,216.25
5.3428891726676415,221.25
5.427155850615493,211.5
5.449245173961046,210.75
5.471334497306599,210.0
5.493151112956528,209.5
5.515240436302081,209.0
5.537329759647634,208.5
5.545510990516358,208.75
5.563509698427549,208.75
5.5809629909474925,208.75
5.6087791759011525,208.75
5.6286868376817125,209.0
5.656230314939748,209.0
5.691409607675259,209.25
5.713498931020812,210.0
5.735588254366365,210.5
5.7576775777119185,211.0
5.779494193361848,211.25
5.801583516707401,212.5
5.8236728400529545,213.75
5.823127424661706,215.0
5.867306071352813,216.0
5.882032286916514,217.5
5.911212010348295,218.75
5.917211579652025,220.5
5.938482779910706,222.0
5.977207272689331,223.75
5.976934564993706,225.75
5.994115149818025,228.5
6.025749242510423,230.5
6.051383765899089,233.0
6.054928965942203,235.5
6.107016135806409,238.25
6.11110675124077,241.25
6.140013766976926,244.0
6.135377736151317,248.5
6.1571943518012455,255.0
6.202463829274849,256.25
6.201372998492352,260.0
6.234097921967246,264.0
6.251278506791565,268.0
6.265732014659643,273.25
0.011453723216212788,277.75
0.032452215779269565,282.5
0.049632800603588746,287.25
