;Bot_Start;BOOL
;Bot_Stop;BOOL
;Bot_Reset;BOOL
;GD_IN_0;BOOL
;GD_IN_1;BOOL
;GD_IN_2;BOOL
;GD_IN_3;BOOL
;GD_IN_4;BOOL
;GD_IN_5;BOOL
;GD_INT_IN_0;BOOL
;GD_OUT_0;BOOL
;GD_OUT_1;BOOL
;GD_OUT_2;BOOL
;GD_OUT_3;BOOL
;GD_OUT_4;BOOL
;GD_OUT_5;BOOL
;GD_OUT_6;BOOL
;GD_OUT_7;BOOL
;GD_OUT_8;BOOL
;GD_OUT_9;BOOL
;GD_OUT_10;BOOL
;GD_OUT_11;BOOL
;GD_INT_OUT_0;BOOL
;GD_INT_OUT_1;BOOL
;GD_INT_OUT_2;BOOL
