angle,distance
2.37310236732104,193.5
2.389464829058487,190.0
2.4172810140121466,186.25
2.4393703373577,183.0
2.461459660703253,180.25
2.4835489840488063,177.25
2.5056383073943596,174.25
2.527727630739913,172.0
2.5498169540854656,169.5
2.580632923690991,167.75
2.602722247036544,165.75
2.624538862686473,164.0
2.6469008937276506,162.5
2.6687175093775797,160.5
2.690806832723133,159.5
2.712896156068686,158.0
2.7349854794142394,157.0
2.7570748027597927,155.75
2.779164126105346,155.25
2.800980741755275,154.0
2.8230700651008283,153.25
2.845159388446381,152.75
2.8672487117919343,152.0
2.8893380351374875,151.5
2.911427358483041,151.25
2.933516681828594,150.75
2.954242466696027,150.75
2.97633179004158,150.5
2.9984211133871335,150.5
3.0205104367326867,150.5
3.042327052382616,150.75
3.064143668032545,150.25
3.086232991378098,151.75
3.1083223147236514,153.75
3.1301389303735805,151.5
3.1522282537191337,152.25
3.174317577064687,152.25
3.196134192714616,153.0
3.2182235160601693,153.75
3.2403128394057226,154.75
3.2621294550556517,155.5
3.284218778401205,156.5
3.306035394051134,157.5
3.3281247173966872,158.75
3.3502140407422405,160.25
3.375575856435283,161.5
3.3976651797808364,162.75
3.4200272108220138,164.25
3.442116534167567,165.75
3.46420585751312,167.75
3.4778412422943257,169.75
3.499930565639879,171.5
3.521747181289808,173.25
3.5441092123309854,176.0
3.566471243372163,178.5
3.588560566717716,181.0
3.6106498900632693,183.75
3.6327392134088226,186.5
3.654828536754376,189.25
3.676917860099929,192.25
3.6992798911411064,195.5
3.7140061067048085,198.75
3.743458537832213,202.25
3.763366199612773,206.25
3.785455522958326,210.0
3.782183030610837,214.75
3.8296341696494327,218.75
3.826088969606319,223.5
3.856359523820596,228.5
3.8770853086880286,234.25
3.9179914630316457,240.0
3.9070831552066814,248.25
3.9354447555515892,262.0
3.942535155637816,262.75
3.9605338635490077,269.5
3.9790779868514474,277.5
4.0112574949350925,285.75
4.017257064238823,295.5
4.039619095280001,304.5
4.068526111016157,314.5
4.084888572753603,325.25
4.095796880578568,338.25
4.114886419272256,350.0
4.138884696487178,356.5
4.194789774090121,402.5
4.220969712870036,399.0
4.241968205433093,396.0
4.264602944169894,392.75
4.283692482863582,389.75
4.308508883165377,387.5
4.328416544945937,385.5
4.355414606812724,383.0
4.376958514767029,381.25
4.401774915068824,379.25
4.423318823023129,377.25
4.4434991924993135,376.5
4.461770608106129,375.75
4.484678054538555,374.5
4.512766947187838,373.5
4.536219809011512,373.25
4.555854763096448,372.75
4.573035347920768,372.25
4.5986698713094345,372.75
4.7102073188196965,198.0
4.732023934469626,192.5
4.754113257815179,193.25
4.7762025811607325,194.0
